Mess_ID,Date,Weekly_Crowd,Is_Holiday,Temperature,Menu_Score,Event_Intensity_Index,Stress_Level
11,22-04-2011,13881,0,78.31,1.193,7.3,7.574
11,29-04-2011,13576,0,79.97,1.19,7.3,7.574
11,6/5/2011,13315,0,71.39,1.094,7.31,7.574
11,13-05-2011,12780,0,80.93,1.101,7.31,7.574
11,20-05-2011,12395,0,76.97,1.093,7.3,7.574
11,27-05-2011,12169,0,85.61,1.214,7.3,7.574
11,3/6/2011,13436,0,86.14,1.301,7.29,7.574
11,10/6/2011,13146,0,85.79,1.352,7.28,7.574
11,17-06-2011,13375,0,87.9,1.363,7.28,7.574
11,24-06-2011,12546,0,86.13,1.406,7.28,7.574
11,1/7/2011,12975,0,86.43,1.476,7.28,7.567
11,8/7/2011,13346,0,87.17,1.52,7.29,7.567
11,15-07-2011,12665,0,88.3,1.425,7.29,7.567
11,22-07-2011,12906,0,87.8,1.349,7.29,7.567
11,29-07-2011,12129,0,89.46,1.318,7.29,7.567
11,5/8/2011,14032,0,90.04,1.316,7.3,7.567
11,12/8/2011,13542,0,90.3,1.362,7.3,7.567
11,19-08-2011,14842,0,89.51,1.446,7.3,7.567
11,26-08-2011,13047,0,89.09,1.477,7.3,7.567
11,2/9/2011,12978,0,91.44,1.467,7.31,7.567
11,9/9/2011,12494,1,84.91,1.454,7.31,7.567
11,16-09-2011,12708,0,85.11,1.474,7.31,7.567
11,23-09-2011,12358,0,82.14,1.533,7.32,7.567
11,30-09-2011,11905,0,84.4,1.645,7.34,7.567
11,7/10/2011,13463,0,76.97,1.715,7.35,7.197
11,14-10-2011,12864,0,75.56,1.726,7.36,7.197
11,21-10-2011,13251,0,70.91,1.647,7.36,7.197
11,28-10-2011,13107,0,72.66,1.628,7.37,7.197
11,4/11/2011,14583,0,61.13,1.668,7.37,7.197
11,11/11/2011,13661,0,64.2,1.703,7.38,7.197
11,18-11-2011,13151,0,66.17,1.692,7.39,7.197
11,25-11-2011,18490,1,70.03,1.764,7.4,7.197
11,2/12/2011,13993,0,56.89,1.828,7.41,7.197
11,9/12/2011,16467,0,50.63,1.842,7.41,7.197
11,16-12-2011,17839,0,59.69,1.841,7.42,7.197
11,23-12-2011,22135,0,54.29,1.888,7.43,7.197
11,30-12-2011,13521,1,48.86,1.871,7.43,7.197
11,6/1/2012,12839,0,54.44,1.843,7.44,6.833
11,13-01-2012,12647,0,53.1,1.739,7.45,6.833
11,20-01-2012,12073,0,56.43,1.732,7.45,6.833
11,27-01-2012,11627,0,58.36,1.71,7.45,6.833
11,3/2/2012,13767,0,60.24,1.64,7.46,6.833
11,10/2/2012,15743,1,52.23,1.591,7.46,6.833
11,17-02-2012,15696,0,52.77,1.49,7.46,6.833
11,24-02-2012,13795,0,61.11,1.445,7.47,6.833
11,2/3/2012,14384,0,62.61,1.37,7.48,6.833
11,9/3/2012,14134,0,61.44,1.331,7.49,6.833
11,16-03-2012,14419,0,64.21,1.266,7.49,6.833
11,23-03-2012,13006,0,67.16,1.213,7.49,6.833
11,30-03-2012,13001,0,70.23,1.155,7.5,6.833
11,6/4/2012,15963,0,74.19,1.109,7.5,6.664
11,13-04-2012,14728,0,72.74,1.109,7.5,6.664
11,20-04-2012,13154,0,71.97,1.123,7.5,6.664
11,27-04-2012,12362,0,73.4,1.186,7.5,6.664
11,4/5/2012,13703,0,79.07,1.251,7.51,6.664
11,11/5/2012,13001,0,75.13,1.312,7.51,6.664
11,18-05-2012,13524,0,72.53,1.37,7.51,6.664
11,25-05-2012,12973,0,78.44,1.439,7.51,6.664
11,1/6/2012,13616,0,81.67,1.499,7.51,6.664
11,8/6/2012,14143,0,82.1,1.548,7.51,6.664
11,15-06-2012,14179,0,84.97,1.607,7.51,6.664
11,22-06-2012,13557,0,83.26,1.654,7.51,6.664
11,29-06-2012,12970,0,87.86,1.714,7.51,6.664
11,6/7/2012,14611,0,83.44,1.773,7.51,6.334
11,13-07-2012,13202,0,82.46,1.744,7.51,6.334
11,20-07-2012,13445,0,82.41,1.689,7.51,6.334
11,27-07-2012,12724,0,85.43,1.593,7.52,6.334
11,3/8/2012,13993,0,86.94,1.583,7.52,6.334
11,10/8/2012,13890,0,86.21,1.506,7.52,6.334
11,17-08-2012,14213,0,87.73,1.429,7.52,6.334
11,24-08-2012,14095,0,83.17,1.38,7.52,6.334
11,31-08-2012,13729,0,86.49,1.362,7.53,6.334
11,7/9/2012,13046,1,85.17,1.27,7.53,6.334
11,14-09-2012,12677,0,79.61,1.283,7.54,6.334
11,21-09-2012,13261,0,73.64,1.279,7.54,6.334
11,28-09-2012,12274,0,77.67,1.334,7.55,6.334
11,5/10/2012,14228,0,73.37,1.383,7.56,6.034
11,12/10/2012,13120,0,69.94,1.399,7.56,6.034
11,19-10-2012,12321,0,73.77,1.406,7.57,6.034
11,26-10-2012,12007,0,74.26,1.494,7.57,6.034
12,5/2/2010,11000,0,49.47,2.038,4.21,13.975
12,12/2/2010,11179,1,47.87,2.054,4.22,13.975
12,19-02-2010,10954,0,54.83,2.085,4.22,13.975
12,26-02-2010,10486,0,50.23,2.175,4.22,13.975
12,5/3/2010,10770,0,53.77,2.013,4.22,13.975
12,12/3/2010,9856,0,50.11,2.075,4.22,13.975
12,19-03-2010,9721,0,59.57,1.946,4.22,13.975
12,26-03-2010,9816,0,60.06,1.917,4.22,13.975
12,2/4/2010,10118,0,59.84,1.914,4.22,14.099
12,9/4/2010,10412,0,59.25,1.91,4.22,14.099
12,16-04-2010,9580,0,64.95,1.891,4.22,14.099
12,23-04-2010,9938,0,64.55,1.95,4.22,14.099
12,30-04-2010,9542,0,67.38,1.895,4.21,14.099
12,7/5/2010,10432,0,70.15,1.873,4.21,14.099
12,14-05-2010,9661,0,68.44,1.855,4.21,14.099
12,21-05-2010,9584,0,76.2,1.88,4.21,14.099
12,28-05-2010,9555,0,67.84,1.942,4.21,14.099
12,4/6/2010,10494,0,81.39,2.059,4.2,14.099
12,11/6/2010,10160,0,90.84,2.051,4.2,14.099
12,18-06-2010,9562,0,81.06,1.957,4.2,14.099
12,25-06-2010,9580,0,87.27,1.916,4.2,14.099
12,2/7/2010,9520,0,91.98,1.895,4.2,14.18
12,9/7/2010,9435,0,90.37,1.9,4.21,14.18
12,16-07-2010,9164,0,97.18,1.906,4.2,14.18
12,23-07-2010,9124,0,99.22,1.888,4.2,14.18
12,30-07-2010,9135,0,96.31,1.983,4.2,14.18
12,6/8/2010,9676,0,92.95,1.877,4.2,14.18
12,13-08-2010,9283,0,87.01,1.841,4.2,14.18
12,20-08-2010,9484,0,92.81,1.959,4.2,14.18
12,27-08-2010,10045,0,93.19,1.871,4.2,14.18
12,3/9/2010,10758,0,83.12,1.913,4.2,14.18
12,10/9/2010,9031,1,83.63,1.956,4.2,14.18
12,17-09-2010,8529,0,82.45,1.972,4.2,14.18
12,24-09-2010,8519,0,81.77,2.061,4.21,14.18
12,1/10/2010,8509,0,85.2,1.999,4.21,14.313
12,8/10/2010,9183,0,71.82,1.987,4.21,14.313
12,15-10-2010,8624,0,75,2.024,4.21,14.313
12,22-10-2010,8579,0,68.85,1.986,4.21,14.313
12,29-10-2010,9553,0,61.09,1.984,4.21,14.313
12,5/11/2010,9297,0,65.49,1.871,4.22,14.313
12,12/11/2010,9425,0,57.79,1.87,4.22,14.313
12,19-11-2010,8945,0,58.18,1.839,4.22,14.313
12,26-11-2010,16014,1,47.66,1.838,4.22,14.313
12,3/12/2010,10695,0,43.33,1.959,4.22,14.313
12,10/12/2010,11219,0,50.01,1.797,4.23,14.313
12,17-12-2010,12956,0,52.77,1.764,4.23,14.313
12,24-12-2010,17682,0,52.02,1.764,4.23,14.313
12,31-12-2010,8917,1,45.64,1.852,4.24,14.313
12,7/1/2011,9101,0,37.64,1.713,4.24,14.021
12,14-01-2011,8120,0,43.15,1.688,4.24,14.021
12,21-01-2011,8021,0,53.53,1.777,4.25,14.021
12,28-01-2011,8731,0,50.74,1.658,4.25,14.021
12,4/2/2011,10461,0,45.14,1.652,4.26,14.021
12,11/2/2011,10864,1,51.3,1.619,4.26,14.021
12,18-02-2011,11285,0,53.35,1.57,4.27,14.021
12,25-02-2011,10462,0,48.45,1.47,4.27,14.021
12,4/3/2011,10852,0,51.72,1.326,4.28,14.021
12,11/3/2011,9977,0,57.75,1.182,4.28,14.021
12,18-03-2011,10095,0,64.21,1.308,4.28,14.021
12,25-03-2011,9541,0,54.4,1.091,4.29,14.021
12,1/4/2011,10055,0,63.63,1.228,4.29,13.736
12,8/4/2011,9984,0,64.47,0.997,4.29,13.736
12,15-04-2011,9910,0,57.63,1.132,4.3,13.736
12,22-04-2011,10160,0,72.12,0.866,4.3,13.736
12,29-04-2011,9950,0,68.27,0.849,4.3,13.736
12,6/5/2011,10212,0,68.4,0.807,4.3,13.736
12,13-05-2011,9770,0,70.93,0.798,4.3,13.736
12,20-05-2011,9241,0,66.59,0.831,4.3,13.736
12,27-05-2011,9643,0,76.67,0.913,4.3,13.736
12,3/6/2011,9703,0,71.81,0.969,4.3,13.736
12,10/6/2011,9969,0,78.72,1.019,4.3,13.736
12,17-06-2011,9865,0,86.84,1.065,4.3,13.736
12,24-06-2011,9973,0,88.95,1.102,4.3,13.736
12,1/7/2011,9620,0,89.85,1.158,4.3,13.503
12,8/7/2011,9437,0,89.9,1.295,4.3,13.503
12,15-07-2011,9360,0,88.1,1.308,4.3,13.503
12,22-07-2011,9222,0,91.17,1.206,4.31,13.503
12,29-07-2011,8905,0,93.29,1.195,4.31,13.503
12,5/8/2011,9887,0,90.61,1.197,4.31,13.503
12,12/8/2011,9559,0,91.04,1.299,4.31,13.503
12,19-08-2011,9668,0,91.74,1.257,4.31,13.503
12,26-08-2011,10176,0,94.61,1.26,4.31,13.503
12,2/9/2011,10521,0,93.66,1.202,4.31,13.503
12,9/9/2011,9229,1,88,1.087,4.31,13.503
12,16-09-2011,8893,0,76.36,1.082,4.31,13.503
12,23-09-2011,8717,0,82.95,1.211,4.32,13.503
12,30-09-2011,8664,0,83.26,1.123,4.32,13.503
12,7/10/2011,9512,0,70.44,1.173,4.32,12.89
12,14-10-2011,9276,0,67.31,1.195,4.33,12.89
12,21-10-2011,9386,0,73.05,1.158,4.33,12.89
12,28-10-2011,9909,0,67.41,1.273,4.33,12.89
12,4/11/2011,10519,0,59.77,1.172,4.33,12.89
12,11/11/2011,10951,0,48.76,1.176,4.33,12.89
12,18-11-2011,9706,0,54.2,1.187,4.33,12.89
12,25-11-2011,15919,1,53.25,1.378,4.33,12.89
12,2/12/2011,10714,0,52.5,1.299,4.33,12.89
12,9/12/2011,11896,0,42.17,1.356,4.33,12.89
12,16-12-2011,12934,0,43.29,1.4,4.33,12.89
12,23-12-2011,16176,0,45.4,1.459,4.33,12.89
12,30-12-2011,11116,1,44.64,1.572,4.34,12.89
12,6/1/2012,9458,0,50.43,1.401,4.34,12.187
12,13-01-2012,8655,0,48.07,1.343,4.34,12.187
12,20-01-2012,8559,0,46.2,1.34,4.34,12.187
12,27-01-2012,8882,0,50.43,1.325,4.34,12.187
12,3/2/2012,10588,0,50.58,1.298,4.34,12.187
12,10/2/2012,11993,1,52.27,1.278,4.35,12.187
12,17-02-2012,12400,0,51.8,1.219,4.35,12.187
12,24-02-2012,11120,0,53.13,1.05,4.35,12.187
12,2/3/2012,11476,0,52.27,0.822,4.35,12.187
12,9/3/2012,11132,0,54.54,0.75,4.36,12.187
12,16-03-2012,10885,0,64.44,0.727,4.36,12.187
12,23-03-2012,10454,0,56.26,0.962,4.36,12.187
12,30-03-2012,10254,0,64.36,0.706,4.37,12.187
12,6/4/2012,11288,0,64.05,0.879,4.37,11.627
12,13-04-2012,10838,0,64.28,0.746,4.37,11.627
12,20-04-2012,10065,0,66.73,0.778,4.37,11.627
12,27-04-2012,10043,0,77.99,0.807,4.37,11.627
12,4/5/2012,10734,0,76.03,0.829,4.37,11.627
12,11/5/2012,10420,0,77.27,0.814,4.37,11.627
12,18-05-2012,10205,0,84.51,0.89,4.37,11.627
12,25-05-2012,9915,0,83.84,0.707,4.37,11.627
12,1/6/2012,9813,0,78.11,0.723,4.37,11.627
12,8/6/2012,10862,0,84.83,0.897,4.36,11.627
12,15-06-2012,10196,0,85.94,0.856,4.36,11.627
12,22-06-2012,9814,0,91.61,0.986,4.36,11.627
12,29-06-2012,9431,0,90.47,1.125,4.36,11.627
12,6/7/2012,10149,0,89.13,1.235,4.36,10.926
12,13-07-2012,9603,0,95.61,1.277,4.36,10.926
12,20-07-2012,9416,0,85.53,1.274,4.36,10.926
12,27-07-2012,9170,0,93.47,1.231,4.36,10.926
12,3/8/2012,9587,0,88.16,1.24,4.36,10.926
12,10/8/2012,9847,0,95.91,1.189,4.36,10.926
12,17-08-2012,10050,0,94.87,0.998,4.36,10.926
12,24-08-2012,10481,0,85.32,0.945,4.36,10.926
12,31-08-2012,10619,0,89.78,0.907,4.36,10.926
12,7/9/2012,9551,1,88.52,0.876,4.36,10.926
12,14-09-2012,8859,0,83.64,0.867,4.37,10.926
12,21-09-2012,9227,0,82.97,0.875,4.37,10.926
12,28-09-2012,8804,0,81.22,1.034,4.37,10.926
12,5/10/2012,9798,0,81.61,1.034,4.37,10.199
12,12/10/2012,9349,0,71.74,0.532,4.37,10.199
12,19-10-2012,9609,0,68.66,0.551,4.37,10.199
12,26-10-2012,9747,0,65.95,0.699,4.37,10.199
13,5/2/2010,19672,0,31.53,2.334,4.21,8.316
13,12/2/2010,20309,1,33.16,2.329,4.22,8.316
13,19-02-2010,19703,0,35.7,2.346,4.22,8.316
13,26-02-2010,18179,0,29.98,2.333,4.22,8.316
13,5/3/2010,19400,0,40.65,2.319,4.22,8.316
13,12/3/2010,18407,0,37.62,2.267,4.22,8.316
13,19-03-2010,18798,0,42.49,2.218,4.22,8.316
13,26-03-2010,18821,0,41.48,2.181,4.22,8.316
13,2/4/2010,21425,0,42.15,2.158,4.22,8.107
13,9/4/2010,18983,0,38.97,2.123,4.22,8.107
13,16-04-2010,18197,0,50.39,2.085,4.22,8.107
13,23-04-2010,19093,0,55.66,2.064,4.22,8.107
13,30-04-2010,17858,0,48.33,2.059,4.21,8.107
13,7/5/2010,20055,0,44.42,2.052,4.21,8.107
13,14-05-2010,18903,0,50.15,2.038,4.21,8.107
13,21-05-2010,18537,0,57.71,2.05,4.21,8.107
13,28-05-2010,18774,0,53.11,2.092,4.21,8.107
13,4/6/2010,20227,0,59.85,2.129,4.2,8.107
13,11/6/2010,20379,0,65.24,2.159,4.2,8.107
13,18-06-2010,20034,0,58.41,2.181,4.2,8.107
13,25-06-2010,19703,0,71.83,2.18,4.2,8.107
13,2/7/2010,20183,0,78.82,2.186,4.2,7.951
13,9/7/2010,18708,0,71.33,2.198,4.21,7.951
13,16-07-2010,19322,0,77.79,2.209,4.2,7.951
13,23-07-2010,19074,0,82.27,2.203,4.2,7.951
13,30-07-2010,18179,0,78.94,2.203,4.2,7.951
13,6/8/2010,19691,0,81.24,2.198,4.2,7.951
13,13-08-2010,18776,0,74.93,2.163,4.2,7.951
13,20-08-2010,19974,0,76.34,2.15,4.2,7.951
13,27-08-2010,19083,0,75.31,2.146,4.2,7.951
13,3/9/2010,19119,0,65.71,2.132,4.2,7.951
13,10/9/2010,17721,1,65.74,2.13,4.2,7.951
13,17-09-2010,17903,0,66.84,2.125,4.2,7.951
13,24-09-2010,17057,0,68.22,2.128,4.21,7.951
13,1/10/2010,17656,0,68.74,2.147,4.21,7.795
13,8/10/2010,18719,0,63.03,2.159,4.21,7.795
13,15-10-2010,18514,0,54.12,2.155,4.21,7.795
13,22-10-2010,17969,0,56.89,2.151,4.21,7.795
13,29-10-2010,18879,0,45.12,2.159,4.21,7.795
13,5/11/2010,18550,0,49.96,2.169,4.22,7.795
13,12/11/2010,19400,0,42.55,2.169,4.22,7.795
13,19-11-2010,19254,0,42,2.158,4.22,7.795
13,26-11-2010,27664,1,28.22,2.17,4.22,7.795
13,3/12/2010,20834,0,25.8,2.188,4.22,7.795
13,10/12/2010,24615,0,36.78,2.183,4.23,7.795
13,17-12-2010,27716,0,35.21,2.158,4.23,7.795
13,24-12-2010,35959,0,34.9,2.154,4.23,7.795
13,31-12-2010,16753,1,26.79,2.132,4.24,7.795
13,7/1/2011,17445,0,16.94,2.109,4.24,7.47
13,14-01-2011,16823,0,20.6,2.097,4.24,7.47
13,21-01-2011,17702,0,34.8,2.066,4.25,7.47
13,28-01-2011,16337,0,31.64,2.04,4.25,7.47
13,4/2/2011,18482,0,23.35,2.026,4.26,7.47
13,11/2/2011,19444,1,30.83,1.966,4.26,7.47
13,18-02-2011,20035,0,40.85,1.938,4.27,7.47
13,25-02-2011,18319,0,33.17,1.88,4.27,7.47
13,4/3/2011,18950,0,34.23,1.77,4.28,7.47
13,11/3/2011,18524,0,41.28,1.654,4.28,7.47
13,18-03-2011,18524,0,44.69,1.593,4.28,7.47
13,25-03-2011,18075,0,42.38,1.565,4.29,7.47
13,1/4/2011,18642,0,42.49,1.513,4.29,7.193
13,8/4/2011,18875,0,42.75,1.453,4.29,7.193
13,15-04-2011,19510,0,41.72,1.384,4.3,7.193
13,22-04-2011,21243,0,47.55,1.345,4.3,7.193
13,29-04-2011,18956,0,43.85,1.317,4.3,7.193
13,6/5/2011,19864,0,47.75,1.256,4.3,7.193
13,13-05-2011,19588,0,52.4,1.23,4.3,7.193
13,20-05-2011,18609,0,52.12,1.198,4.3,7.193
13,27-05-2011,18664,0,54.62,1.222,4.3,7.193
13,3/6/2011,19356,0,52.76,1.248,4.3,7.193
13,10/6/2011,19978,0,61.39,1.268,4.3,7.193
13,17-06-2011,20864,0,63.35,1.296,4.3,7.193
13,24-06-2011,20092,0,66.38,1.332,4.3,7.193
13,1/7/2011,20480,0,74.29,1.387,4.3,6.877
13,8/7/2011,20217,0,77.3,1.437,4.3,6.877
13,15-07-2011,19568,0,75.59,1.447,4.3,6.877
13,22-07-2011,19871,0,78.5,1.437,4.31,6.877
13,29-07-2011,18808,0,77.62,1.426,4.31,6.877
13,5/8/2011,20762,0,75.56,1.405,4.31,6.877
13,12/8/2011,19703,0,75.95,1.394,4.31,6.877
13,19-08-2011,20903,0,76.68,1.422,4.31,6.877
13,26-08-2011,20352,0,81.53,1.43,4.31,6.877
13,2/9/2011,19536,0,77,1.42,4.31,6.877
13,9/9/2011,18729,1,70.19,1.381,4.31,6.877
13,16-09-2011,19232,0,67.54,1.359,4.31,6.877
13,23-09-2011,18474,0,63.6,1.352,4.32,6.877
13,30-09-2011,18357,0,68.28,1.377,4.32,6.877
13,7/10/2011,20672,0,60.62,1.408,4.32,6.392
13,14-10-2011,19297,0,51.74,1.433,4.33,6.392
13,21-10-2011,19735,0,54.66,1.421,4.33,6.392
13,28-10-2011,19487,0,47.41,1.433,4.33,6.392
13,4/11/2011,20363,0,43.51,1.462,4.33,6.392
13,11/11/2011,21116,0,33.8,1.487,4.33,6.392
13,18-11-2011,20163,0,40.65,1.511,4.33,6.392
13,25-11-2011,28642,1,38.89,1.555,4.33,6.392
13,2/12/2011,20513,0,33.94,1.611,4.33,6.392
13,9/12/2011,24628,0,24.82,1.659,4.33,6.392
13,16-12-2011,27603,0,27.85,1.718,4.33,6.392
13,23-12-2011,35568,0,24.76,1.814,4.33,6.392
13,30-12-2011,19691,1,31.53,1.881,4.34,6.392
13,6/1/2012,18658,0,33.8,1.92,4.34,6.104
13,13-01-2012,17950,0,25.61,1.944,4.34,6.104
13,20-01-2012,18116,0,32.71,1.953,4.34,6.104
13,27-01-2012,17340,0,34.32,1.942,4.34,6.104
13,3/2/2012,19278,0,31.39,1.923,4.34,6.104
13,10/2/2012,20693,1,33.73,1.884,4.35,6.104
13,17-02-2012,22145,0,36.57,1.881,4.35,6.104
13,24-02-2012,19298,0,35.38,1.855,4.35,6.104
13,2/3/2012,19697,0,32.36,1.758,4.35,6.104
13,9/3/2012,19864,0,38.24,1.62,4.36,6.104
13,16-03-2012,20256,0,52.5,1.471,4.36,6.104
13,23-03-2012,19044,0,47.83,1.329,4.36,6.104
13,30-03-2012,19490,0,53.2,1.266,4.37,6.104
13,6/4/2012,22716,0,48.85,1.207,4.37,5.965
13,13-04-2012,20576,0,51.7,1.167,4.37,5.965
13,20-04-2012,19557,0,50.24,1.155,4.37,5.965
13,27-04-2012,19701,0,64.8,1.158,4.37,5.965
13,4/5/2012,19960,0,54.41,1.169,4.37,5.965
13,11/5/2012,20808,0,56.47,1.191,4.37,5.965
13,18-05-2012,21319,0,65.17,1.192,4.37,5.965
13,25-05-2012,20433,0,62.39,1.199,4.37,5.965
13,1/6/2012,20354,0,61.11,1.212,4.37,5.965
13,8/6/2012,21824,0,68.4,1.224,4.36,5.965
13,15-06-2012,21522,0,65.97,1.244,4.36,5.965
13,22-06-2012,20944,0,72.89,1.263,4.36,5.965
13,29-06-2012,20377,0,82,1.319,4.36,5.965
13,6/7/2012,21850,0,79.23,1.37,4.36,5.765
13,13-07-2012,20028,0,83.68,1.405,4.36,5.765
13,20-07-2012,20531,0,75.69,1.444,4.36,5.765
13,27-07-2012,19144,0,80.42,1.463,4.36,5.765
13,3/8/2012,20441,0,81.99,1.488,4.36,5.765
13,10/8/2012,20410,0,81.69,1.491,4.36,5.765
13,17-08-2012,20958,0,79.4,1.455,4.36,5.765
13,24-08-2012,20595,0,77.37,1.418,4.36,5.765
13,31-08-2012,20739,0,79.18,1.376,4.36,5.765
13,7/9/2012,21658,1,70.65,1.311,4.36,5.765
13,14-09-2012,19199,0,68.55,1.251,4.37,5.765
13,21-09-2012,19384,0,67.96,1.179,4.37,5.765
13,28-09-2012,19277,0,64.8,1.179,4.37,5.765
13,5/10/2012,20419,0,61.79,1.185,4.37,5.621
13,12/10/2012,19991,0,55.1,1.203,4.37,5.621
13,19-10-2012,20180,0,52.06,1.219,4.37,5.621
13,26-10-2012,20352,0,46.97,1.245,4.37,5.621
14,5/2/2010,26235,0,27.31,2.216,6.06,8.992
14,12/2/2010,17042,1,27.73,2.227,6.07,8.992
14,19-02-2010,22046,0,31.27,2.255,6.07,8.992
14,26-02-2010,20956,0,34.89,2.246,6.07,8.992
14,5/3/2010,22375,0,37.13,2.223,6.07,8.992
14,12/3/2010,21560,0,45.8,2.182,6.07,8.992
14,19-03-2010,20662,0,48.79,2.156,6.07,8.992
14,26-03-2010,20504,0,54.36,2.146,6.07,8.992
14,2/4/2010,24956,0,47.74,2.15,6.06,8.899
14,9/4/2010,22588,0,65.45,2.131,6.06,8.899
14,16-04-2010,21218,0,54.28,2.101,6.06,8.899
14,23-04-2010,21381,0,53.47,2.098,6.06,8.899
14,30-04-2010,20824,0,53.15,2.079,6.06,8.899
14,7/5/2010,23701,0,70.75,2.034,6.05,8.899
14,14-05-2010,21298,0,54.26,2.018,6.06,8.899
14,21-05-2010,21082,0,62.62,2.042,6.06,8.899
14,28-05-2010,22272,0,69.27,2.101,6.07,8.899
14,4/6/2010,23636,0,75.93,2.153,6.07,8.899
14,11/6/2010,22496,0,69.71,2.191,6.08,8.899
14,18-06-2010,22486,0,72.62,2.22,6.08,8.899
14,25-06-2010,22462,0,79.32,2.192,6.08,8.899
14,2/7/2010,23348,0,76.61,2.185,6.08,8.743
14,9/7/2010,22362,0,82.45,2.207,6.08,8.743
14,16-07-2010,21303,0,77.84,2.217,6.08,8.743
14,23-07-2010,20442,0,81.46,2.229,6.08,8.743
14,30-07-2010,20548,0,79.78,2.219,6.08,8.743
14,6/8/2010,22198,0,77.17,2.216,6.08,8.743
14,13-08-2010,20530,0,78.44,2.195,6.09,8.743
14,20-08-2010,20571,0,76.01,2.221,6.09,8.743
14,27-08-2010,20203,0,71.36,2.245,6.09,8.743
14,3/9/2010,21826,0,78.37,2.285,6.09,8.743
14,10/9/2010,21918,1,70.87,2.301,6.09,8.743
14,17-09-2010,19535,0,66.55,2.294,6.09,8.743
14,24-09-2010,18799,0,68.59,2.287,6.09,8.743
14,1/10/2010,18557,0,70.58,2.293,6.09,8.724
14,8/10/2010,20917,0,56.49,2.236,6.09,8.724
14,15-10-2010,19322,0,58.61,2.132,6.09,8.724
14,22-10-2010,19366,0,53.15,2.083,6.1,8.724
14,29-10-2010,19848,0,61.3,2.079,6.1,8.724
14,5/11/2010,20784,0,45.65,2.083,6.1,8.724
14,12/11/2010,20922,0,46.14,2.069,6.1,8.724
14,19-11-2010,19685,0,50.02,2,6.1,8.724
14,26-11-2010,29217,1,46.15,1.961,6.09,8.724
14,3/12/2010,22585,0,40.93,1.954,6.09,8.724
14,10/12/2010,26005,0,30.54,1.891,6.09,8.724
14,17-12-2010,27629,0,30.51,1.86,6.08,8.724
14,24-12-2010,38187,0,30.59,1.859,6.08,8.724
14,31-12-2010,16237,1,29.67,1.821,6.09,8.724
14,7/1/2011,18647,0,34.32,1.807,6.09,8.549
14,14-01-2011,16991,0,24.78,1.795,6.09,8.549
14,21-01-2011,17432,0,30.55,1.771,6.1,8.549
14,28-01-2011,16137,0,24.05,1.763,6.11,8.549
14,4/2/2011,19959,0,28.73,1.769,6.11,8.549
14,11/2/2011,19804,1,30.3,1.761,6.12,8.549
14,18-02-2011,20190,0,40.7,1.755,6.13,8.549
14,25-02-2011,18757,0,35.78,1.726,6.14,8.549
14,4/3/2011,20412,0,38.65,1.567,6.15,8.549
14,11/3/2011,19311,0,45.01,1.418,6.15,8.549
14,18-03-2011,19325,0,46.66,1.369,6.16,8.549
14,25-03-2011,18795,0,41.76,1.375,6.17,8.549
14,1/4/2011,18691,0,37.27,1.362,6.17,8.521
14,8/4/2011,20378,0,48.71,1.28,6.18,8.521
14,15-04-2011,19750,0,53.69,1.179,6.18,8.521
14,22-04-2011,22565,0,53.04,1.108,6.19,8.521
14,29-04-2011,19306,0,66.18,1.038,6.19,8.521
14,6/5/2011,20956,0,58.21,0.954,6.2,8.521
14,13-05-2011,20043,0,60.38,0.934,6.2,8.521
14,20-05-2011,19600,0,62.28,0.938,6.2,8.521
14,27-05-2011,20807,0,69.7,1.015,6.2,8.521
14,3/6/2011,20799,0,76.38,1.078,6.19,8.521
14,10/6/2011,21324,0,73.88,1.119,6.19,8.521
14,17-06-2011,20821,0,69.32,1.158,6.19,8.521
14,24-06-2011,20695,0,74.85,1.196,6.19,8.521
14,1/7/2011,20747,0,74.04,1.252,6.2,8.625
14,8/7/2011,20634,0,77.49,1.289,6.2,8.625
14,15-07-2011,19535,0,78.47,1.24,6.2,8.625
14,22-07-2011,18821,0,82.33,1.189,6.21,8.625
14,29-07-2011,18710,0,81.31,1.171,6.21,8.625
14,5/8/2011,20660,0,78.22,1.158,6.21,8.625
14,12/8/2011,19288,0,77,1.188,6.22,8.625
14,19-08-2011,18969,0,72.98,1.253,6.22,8.625
14,26-08-2011,22735,0,72.55,1.296,6.22,8.625
14,2/9/2011,17509,0,70.63,1.297,6.22,8.625
14,9/9/2011,22027,1,71.48,1.262,6.22,8.625
14,16-09-2011,18646,0,69.17,1.258,6.23,8.625
14,23-09-2011,18716,0,63.75,1.289,6.23,8.625
14,30-09-2011,18100,0,70.66,1.355,6.24,8.625
14,7/10/2011,20788,0,55.82,1.417,6.25,8.523
14,14-10-2011,18909,0,63.82,1.459,6.26,8.523
14,21-10-2011,20090,0,59.6,1.43,6.26,8.523
14,28-10-2011,20568,0,51.78,1.431,6.26,8.523
14,4/11/2011,21741,0,43.92,1.449,6.27,8.523
14,11/11/2011,20815,0,47.65,1.47,6.27,8.523
14,18-11-2011,19694,0,51.34,1.47,6.27,8.523
14,25-11-2011,26854,1,48.71,1.508,6.28,8.523
14,2/12/2011,21431,0,50.19,1.548,6.28,8.523
14,9/12/2011,24706,0,46.57,1.585,6.29,8.523
14,16-12-2011,25944,0,39.93,1.587,6.29,8.523
14,23-12-2011,33691,0,42.27,1.611,6.3,8.523
